,CRN,**Notes,Course,Title,SH,Course Type,Instructor,Meeting Dates,Days,Time,Location,Categories,Seats,Limit,Enroll,*Campus,Subject,Prerequisites,Score
608,10430,,CCI 205-02,Mythology,3,LEC,Hugh C. Parker,08-JAN-2018 to 25-APR-2018,M W,1530-1645,FERG 100,.GL.GLT,1,175,174,M,classical civilizations,,2
609,15294,,CCI 205-03,Mythology,3,LEC,Daniel J. Schindler,08-JAN-2018 to 25-APR-2018,T R,1530-1645,LIBR 032,.GL.GLT,9,175,166,M,classical civilizations,,2
610,17190,,CCI 205-04,Mythology,3,LEC,John E. Esposito,08-JAN-2018 to 25-APR-2018,W,1800-2100,SOEB 120,.GL.GLT,67,175,108,M,classical civilizations,,2
611,15295,,CCI 212-01,Intro to Roman Archaeology,3,LEC,Robyn L. LeBlanc,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,BRYN 104,.ARC.GHP.GL.GPM,-1,45,46,M,classical civilizations,,3
612,15296,"14,37",CCI 212-02,Intro to Roman Archaeology,3,LEC,Robyn L. LeBlanc,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,BRYN 104,.ARC.GHP.GL.GPM.HSS,0,5,5,M,classical civilizations,,3
613,16881,,CCI 240-01,Ancient Warfare,3,LEC,Jonathan P. Zarecki,08-JAN-2018 to 25-APR-2018,M W,1530-1645,MHRA 1215,.GHP.GPM,-1,50,51,M,classical civilizations,,2
614,12928,,CCI 305-01,Classical Tragedy,3,LEC,Derek S. Keyser,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,MHRA 1215,.GL.GLT,-2,50,52,M,classical civilizations,,2
615,16882,,CCI 313-01,Archaeology of the Aegean,3,LEC,Joanne M. Murphy,08-JAN-2018 to 25-APR-2018,T R,0930-1045,COLE 319,.ARC.SI,4,25,21,M,classical civilizations,,1
616,16883,3,CCI 323-01,World of Alexander the Great,3,LEC,Robyn L. LeBlanc,08-JAN-2018 to 25-APR-2018,T R,1530-1645,BRYN 112,.SI,0,25,25,M,classical civilizations,,1
617,16885,,CCI 326-01,Age of Nero,3,LEC,Hugh C. Parker,08-JAN-2018 to 25-APR-2018,T R,1100-1215,COLE 319,.GL.GLT.WI,-1,25,26,M,classical civilizations,,3
618,15301,"1,8,14,37,159",CCI 493-01,Honors Work,3,LEC,Susan C. Shelmerdine,08-JAN-2018 to 25-APR-2018,,,,.HSS,0,1,1,M,classical civilizations,,0
619,16782,,ENG 101-01,College Writing I,3,LEC,Lauren B. Shook,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,MHRA 2208,.GRD,1,22,21,M,english,,0
620,13973,"1,43,168",ENG 101-01N,College Writing I,3,LEC,Kathryn J. Kehoe,08-JAN-2018 to 25-APR-2018,M W,1400-1515,CURY 331,.GRD,3,18,15,M,english,,0
621,14690,168,ENG 101-02,College Writing I,3,LEC,Lauren B. Shook,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,MHRA 2208,.GRD,1,22,21,M,english,,0
622,15100,"1,43,168",ENG 101-02N,College Writing I,3,LEC,Kathryn J. Kehoe,08-JAN-2018 to 25-APR-2018,M W,1530-1645,CURY 331,.GRD,7,18,11,M,english,,0
623,12697,168,ENG 101-03,College Writing I,3,LEC,Timothy L. Huffman,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,BRYN 106,.GRD,0,22,22,M,english,,0
624,10359,168,ENG 101-04,College Writing I,3,LEC,Kathleen P. Naymon,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,COLE 319,.GRD,2,22,20,M,english,,0
625,10360,168,ENG 101-05,College Writing I,3,LEC,Bailey M. Maple,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,MHRA 2208,.GRD,0,22,22,M,english,,0
626,10361,168,ENG 101-06,College Writing I,3,LEC,Timothy L. Huffman,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,BRYN 121,.GRD,-1,22,23,M,english,,0
627,16785,168,ENG 101-07,College Writing I,3,LEC,Elena C. Makarion,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,BRYN 117,.GRD,0,22,22,M,english,,0
628,10362,168,ENG 101-08,College Writing I,3,LEC,Elena C. Makarion,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,BRYN 117,.GRD,2,22,20,M,english,,0
629,14691,168,ENG 101-09,College Writing I,3,LEC,Luciana D. Lilley,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,SOEB 110,.GRD,2,22,20,M,english,,0
630,12698,168,ENG 101-10,College Writing I,3,LEC,Forrest K. Rapier,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,MHRA 1208,.GRD,2,22,20,M,english,,0
631,10364,168,ENG 101-12,College Writing I,3,LEC,Timothy L. Huffman,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,MHRA 1209,.GRD,-1,17,18,M,english,,0
632,10365,168,ENG 101-13,College Writing I,3,LEC,Cynthia D. McPeters,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,MHRA 1207,.GRD,3,22,19,M,english,,0
633,10366,168,ENG 101-14,College Writing I,3,LEC,Benjamin S. Compton,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,MHRA 2206,.GRD,8,22,14,M,english,,0
634,10367,168,ENG 101-15,College Writing I,3,LEC,Elena C. Makarion,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,SOEB 110,.GRD,7,22,15,M,english,,0
635,10368,168,ENG 101-16,College Writing I,3,LEC,Meghan H. McGuire,08-JAN-2018 to 25-APR-2018,M W,1400-1515,CURY 204,.GRD,0,22,22,M,english,,0
636,10369,168,ENG 101-17,College Writing I,3,LEC,Cody H. Lee,08-JAN-2018 to 25-APR-2018,M W,1400-1515,GRAM 402,.GRD,1,22,21,M,english,,0
637,10370,168,ENG 101-18,College Writing I,3,LEC,Meghan H. McGuire,08-JAN-2018 to 25-APR-2018,M W,1530-1645,CURY 237,.GRD,5,22,17,M,english,,0
638,16789,168,ENG 101-19,College Writing I,3,LEC,Cody H. Lee,08-JAN-2018 to 25-APR-2018,M W,1530-1645,GRAM 207,.GRD,8,22,14,M,english,,0
639,10371,168,ENG 101-20,College Writing I,3,LEC,Katelyn J. Wilkinson,08-JAN-2018 to 25-APR-2018,T R,0800-0915,MHRA 1208,.GRD,1,22,21,M,english,,0
640,12699,168,ENG 101-21,College Writing I,3,LEC,Lilit Berberyan,08-JAN-2018 to 25-APR-2018,T R,0930-1045,CURY 237,.GRD,2,17,15,M,english,,0
641,16791,168,ENG 101-22,College Writing I,3,LEC,David M. Hough,08-JAN-2018 to 25-APR-2018,T R,0930-1045,MHRA 3209,.GRD,0,10,10,M,english,,0
642,10372,168,ENG 101-23,College Writing I,3,LEC,Katelyn J. Wilkinson,08-JAN-2018 to 25-APR-2018,T R,0930-1045,MHRA 1208,.GRD,5,22,17,M,english,,0
643,16792,168,ENG 101-25,College Writing I,3,LEC,Daysha P. Pinto,08-JAN-2018 to 25-APR-2018,T R,0930-1045,MHRA 3208,.GRD,15,22,7,M,english,,0
644,10374,168,ENG 101-26,College Writing I,3,LEC,Jay N. Shelat,08-JAN-2018 to 25-APR-2018,T R,0930-1045,MHRA 1210,.GRD,14,22,8,M,english,,0
645,10375,168,ENG 101-27,College Writing I,3,LEC,Ross M. Garrison,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 108,.GRD,1,22,21,M,english,,0
646,10376,168,ENG 101-28,College Writing I,3,LEC,Lilit Berberyan,08-JAN-2018 to 25-APR-2018,T R,1100-1215,GRAM 203,.GRD,0,16,16,M,english,,0
647,10377,168,ENG 101-29,College Writing I,3,LEC,David M. Hough,08-JAN-2018 to 25-APR-2018,T R,1100-1215,MHRA 2209,.GRD,0,16,16,M,english,,0
648,13547,168,ENG 101-31,College Writing I,3,LEC,Whitney T. Wingate,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 204,.GRD,0,22,22,M,english,,0
649,13548,168,ENG 101-32,College Writing I,3,LEC,Jamie L. Watson,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 202,.GRD,0,22,22,M,english,,0
650,14711,168,ENG 101-33,College Writing I,3,LEC,Ross M. Garrison,08-JAN-2018 to 25-APR-2018,T R,1230-1345,SOEB 108,.GRD,0,17,17,M,english,,0
651,13546,168,ENG 101-34,College Writing I,3,LEC,Katelyn J. Wilkinson,08-JAN-2018 to 25-APR-2018,T R,1230-1345,MHRA 1208,.GRD,0,17,17,M,english,,0
652,13549,168,ENG 101-35,College Writing I,3,LEC,Kristin J. Yates,08-JAN-2018 to 25-APR-2018,T R,1230-1345,MHRA 2208,.GRD,1,22,21,M,english,,0
653,13792,168,ENG 101-36,College Writing I,3,LEC,Hannah E. Edwards,08-JAN-2018 to 25-APR-2018,T R,1230-1345,MHRA 2206,.GRD,2,22,20,M,english,,0
654,13793,168,ENG 101-37,College Writing I,3,LEC,David M. Hough,08-JAN-2018 to 25-APR-2018,T R,1400-1515,MHRA 1213,.GRD,1,22,21,M,english,,0
655,13801,168,ENG 101-38,College Writing I,3,LEC,Eileen M. Totter,08-JAN-2018 to 25-APR-2018,T R,1530-1645,BRYN 213,.GRD,9,22,13,M,english,,0
656,13945,"30,168",ENG 101-39,College Writing I,3,WEB,Kristine N. Lee,08-JAN-2018 to 25-APR-2018,,,,.GRD,1,20,19,M,english,,0
657,13947,"30,168",ENG 101-40,College Writing I,3,WEB,Kristine N. Lee,08-JAN-2018 to 25-APR-2018,,,,.GRD,2,22,20,M,english,,0
658,13949,"30,168",ENG 101-41,College Writing I,3,WEB,Marc R. Keith,08-JAN-2018 to 25-APR-2018,,,,.GRD,2,20,18,M,english,,0
659,13950,"30,168",ENG 101-42,College Writing I,3,WEB,Bryan T. McMillan,08-JAN-2018 to 25-APR-2018,,,,.GRD,0,19,19,M,english,,0
660,16995,"29,30,141",ENG 101-42D,College Writing I,3,WEB,Bryan T. McMillan,08-JAN-2018 to 25-APR-2018,,,,.GRD,0,0,0,D,english,,0
661,13952,"30,168",ENG 101-43,College Writing I,3,WEB,Alicia K. Beeson,08-JAN-2018 to 25-APR-2018,,,,.GRD,0,21,21,M,english,,0
662,16996,"29,30,141",ENG 101-43D,College Writing I,3,WEB,Alicia K. Beeson,08-JAN-2018 to 25-APR-2018,,,,.GRD,0,0,0,D,english,,0
663,10383,"3,168",ENG 102-01,College Writing II,3,LEC,Jesse L. Gay,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,SOEB 217,.GRD.SI,1,22,21,M,english,,1
664,10385,"3,168",ENG 102-03,College Writing II,3,LEC,Emily M. Hall,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,MHRA 2206,.GRD.SI,2,22,20,M,english,,1
665,14735,"3,168",ENG 102-04,College Writing II,3,LEC,Emily M. Hall,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,MHRA 2206,.GRD.SI,2,22,20,M,english,,1
666,14736,"3,168",ENG 102-05,College Writing II,3,LEC,Michael R. Bedsole,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,MHRA 2204,.GRD.SI,0,22,22,M,english,,1
667,14737,"3,168",ENG 102-06,College Writing II,3,LEC,Michael R. Bedsole,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,BRYN 202,.GRD.SI,1,22,21,M,english,,1
668,14739,"3,168",ENG 102-07,College Writing II,3,LEC,Richard J. Warren,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,MHRA 2206,.GRD.SI,1,22,21,M,english,,1
669,15794,"3,168",ENG 102-08,College Writing II,3,LEC,Kayla M. Forrest,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,MHRA 2208,.GRD.SI,3,22,19,M,english,,1
670,15795,"3,168",ENG 102-09,College Writing II,3,LEC,Matthew C. Armstrong,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,COLE 319,.GRD.SI,3,22,19,M,english,,1
671,16799,"3,168",ENG 102-10,College Writing II,3,LEC,Carl P. Schlachte,08-JAN-2018 to 25-APR-2018,T R,0800-0915,MHRA 2204,.GRD.SI,2,22,20,M,english,,1
672,16800,"3,168",ENG 102-11,College Writing II,3,LEC,Gianina M. Coturri Sorenson,08-JAN-2018 to 25-APR-2018,T R,1400-1515,MHRA 2208,.GRD.SI,1,22,21,M,english,,1
673,16801,"3,168",ENG 102-12,College Writing II,3,LEC,Kristie L. Ellison,08-JAN-2018 to 25-APR-2018,T R,1230-1345,BRYN 106,.GRD.SI,-1,22,23,M,english,,1
674,16802,"3,168,334",ENG 102-13,College Writing II for Arts,3,LEC,Matthew C. Carter,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,SOEB 108,.GRD.SI,11,22,11,M,english,,1
675,16803,"3,168,334",ENG 102-14,College Writing II for Arts,3,LEC,Matthew C. Carter,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,MHRA 2204,.GRD.SI,8,22,14,M,english,,1
676,13964,3,ENG 103-01,Essentls of Prof / Bus Writing,3,LEC,Bonnie T. Yarbrough,08-JAN-2018 to 25-APR-2018,T R,1730-1845,MHRA 2209,.GRD.SI.WI,-2,22,24,M,english,,2
677,10386,,ENG 104-01,Approach to Literature,3,LEC,Kellyn P. Luna,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,SOEB 108,.GLT,1,36,35,M,english,,1
678,10387,,ENG 104-02,Approach to Literature,3,LEC,Kellyn P. Luna,08-JAN-2018 to 25-APR-2018,M W F,1500-1550,SOEB 108,.GLT,1,36,35,M,english,,1
679,10388,,ENG 104-03,Approach to Literature,3,LEC,Michelle S. Reed,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 106,.GLT,0,36,36,M,english,,1
680,12700,,ENG 104-04,Approach to Literature,3,LEC,Ross M. Garrison,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 1214,.GLT.WI,0,25,25,M,english,,2
681,13965,,ENG 104-05,Approach to Literature,3,LEC,Ross M. Garrison,08-JAN-2018 to 25-APR-2018,T R,1730-1845,MHRA 1210,.GLT.WI,1,25,24,M,english,,2
682,17090,,ENG 104-06,Approach to Literature,3,LEC,Shawn M. Delgado,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,GRAM 310,.GLT.WI,0,25,25,M,english,,2
683,17098,,ENG 104-07,Approach to Literature,3,LEC,Shawn M. Delgado,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,GRAM 310,.GLT.WI,0,25,25,M,english,,2
684,12701,,ENG 105-01,Introduction to Narrative,3,LEC,Erik T. Cofer,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,COLE 319,.GLT.WI,0,25,25,M,english,,2
685,12702,,ENG 105-02,Introduction to Narrative,3,LEC,Erik T. Cofer,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,COLE 319,.GLT.WI,-1,25,26,M,english,,2
686,13966,,ENG 105-03,Introduction to Narrative,3,LEC,Jesse L. Gay,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,BRYN 205,.GLT,0,36,36,M,english,,1
687,14745,,ENG 105-04,Introduction to Narrative,3,LEC,Cody H. Lee,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,COLE 319,.GLT.SI,0,25,25,M,english,,2
688,12703,,ENG 105-05,Introduction to Narrative,3,LEC,Cody H. Lee,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,COLE 319,.GLT.SI,0,25,25,M,english,,2
689,10389,,ENG 105-06,Introduction to Narrative,3,LEC,Jeremy P. South,08-JAN-2018 to 25-APR-2018,M W F,1500-1550,SOEB 208,.GLT,13,36,23,M,english,,1
690,10390,,ENG 105-07,Introduction to Narrative,3,LEC,Marc R. Keith,08-JAN-2018 to 25-APR-2018,T R,0930-1045,MHRA 2211,.GLT,0,36,36,M,english,,1
691,13967,,ENG 105-08,Introduction to Narrative,3,LEC,Beth K. Miller Ball,08-JAN-2018 to 25-APR-2018,T R,1400-1515,MHRA 2209,.GLT,0,36,36,M,english,,1
692,13614,,ENG 105-09,Introduction to Narrative,3,LEC,Beth K. Miller Ball,08-JAN-2018 to 25-APR-2018,T R,1530-1645,BRYN 202,.GLT,0,36,36,M,english,,1
693,13553,30,ENG 105-10,Introduction to Narrative,3,WEB,Bryan T. McMillan,08-JAN-2018 to 25-APR-2018,,,,.GLT,1,32,31,M,english,,1
694,16997,"29,30,141",ENG 105-10D,Introduction to Narrative,3,WEB,Bryan T. McMillan,08-JAN-2018 to 25-APR-2018,,,,.GLT,-2,0,2,D,english,,1
695,13554,30,ENG 105-11,Introduction to Narrative,3,WEB,Jessica D. Ward,08-JAN-2018 to 25-APR-2018,,,,.GLT,0,28,28,M,english,,1
696,16998,"29,30,141",ENG 105-11D,Introduction to Narrative,3,WEB,Jessica D. Ward,08-JAN-2018 to 25-APR-2018,,,,.GLT,-7,0,7,D,english,,1
697,13615,30,ENG 105-12,Introduction to Narrative,3,WEB,Dusty K. Ross,08-JAN-2018 to 25-APR-2018,,,,.GLT,1,30,29,M,english,,1
698,16999,"29,30,141",ENG 105-12D,Introduction to Narrative,3,WEB,Dusty K. Ross,08-JAN-2018 to 25-APR-2018,,,,.GLT,-6,0,6,D,english,,1
699,13969,30,ENG 105-13,Introduction to Narrative,3,WEB,Eileen M. Totter,08-JAN-2018 to 25-APR-2018,,,,.GLT,1,28,27,M,english,,1
700,17000,"29,30,141",ENG 105-13D,Introduction to Narrative,3,WEB,Eileen M. Totter,08-JAN-2018 to 25-APR-2018,,,,.GLT,-7,0,7,D,english,,1
701,16863,30,ENG 105-14,Introduction to Narrative,3,WEB,Gary Lim,08-JAN-2018 to 25-APR-2018,,,,.GLT,0,30,30,M,english,,1
702,17317,"29,30,141",ENG 105-14D,Introduction to Narrative,3,WEB,Gary Lim,08-JAN-2018 to 25-APR-2018,,,,.GLT,-1,0,1,D,english,,1
703,17452,"29,30,141",ENG 105-15D,Introduction to Narrative,3,WEB,Joseph A. George,28-FEB-2018 to 25-APR-2018,,,,.GLT,0,35,35,D,english,,1
704,16965,"29,30,105",ENG 105-81D,Introduction to Narrative,3,WEB,Noelle A. Morrissette,09-DEC-2017 to 18-JAN-2018,,,,.GLT,2,35,33,D,english,,1
705,10391,,ENG 106-01,Introduction to Poetry,3,LEC,Meghan H. McGuire,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,SOEB 219,.GLT.WI,0,25,25,M,english,,2
706,10392,,ENG 106-02,Introduction to Poetry,3,LEC,Meghan H. McGuire,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,SOEB 212,.GLT.WI,0,25,25,M,english,,2
707,14183,,ENG 106-03,Introduction to Poetry,3,LEC,Michael R. Bedsole,08-JAN-2018 to 25-APR-2018,M W,1400-1515,BRYN 132,.GLT,1,36,35,M,english,,1
708,14232,,ENG 106-04,Introduction to Poetry,3,LEC,Michael R. Bedsole,08-JAN-2018 to 25-APR-2018,M W,1530-1645,MHRA 2209,.GLT,-1,36,37,M,english,,1
709,13970,,ENG 107-01,Introduction to Drama,3,LEC,Benjamin S. Compton,08-JAN-2018 to 25-APR-2018,M W F,1500-1550,MHRA 2207,.GLT,16,36,20,M,english,,1
710,16836,,ENG 107-02,Introduction to Drama,3,LEC,Lilit Berberyan,08-JAN-2018 to 25-APR-2018,T R,1400-1515,BRYN 206,.GLT,6,36,30,M,english,,1
711,16837,,ENG 107-03,Introduction to Drama,3,LEC,Lilit Berberyan,08-JAN-2018 to 25-APR-2018,T R,1530-1645,BRYN 206,.GLT,6,36,30,M,english,,1
712,14234,,ENG 108-01,Shakespearean Afterlives,3,LEC,Matthew C. Carter,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,SOEB 106,.GLT,25,36,11,M,english,,1
713,15818,,ENG 108-03,Expatriates in Paris,3,LEC,Kayla M. Forrest,08-JAN-2018 to 25-APR-2018,M W,1530-1645,BRYN 204,.GLT,15,36,21,M,english,,1
714,16840,,ENG 108-04,Transatlantic Romanticism,3,LEC,Emily J. Dolive,08-JAN-2018 to 25-APR-2018,T R,0800-0915,BRYN 121,.GLT,19,36,17,M,english,,1
715,16841,,ENG 108-05,Transatlantic Romanticism,3,LEC,Emily J. Dolive,08-JAN-2018 to 25-APR-2018,T R,0930-1045,BRYN 121,.GLT,0,27,27,M,english,,1
716,16866,,ENG 108-06,Topics: Literature of A.I.,3,LEC,Nancy G. Bucknall,08-JAN-2018 to 25-APR-2018,T R,0930-1045,BRYN 112,.GLT.WI,-2,25,27,M,english,,2
717,14787,,ENG 109-01,Intro to Shakespeare,3,LEC,Lauren B. Shook,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,MHRA 2207,.GLT.WI,0,25,25,M,english,,2
718,16842,,ENG 109-02,Intro to Shakespeare,3,LEC,Lauren B. Shook,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,MHRA 1210,.GLT.WI,1,25,24,M,english,,2
719,16868,,ENG 209-01,Tpc Nonwest Lit:Postcolnl Dev,3,LEC,Shana J. Scudder,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,BRYN 204,.GLT.GN.IGS,5,36,31,M,english,,2
720,16870,,ENG 209-02,Tpc Nonwest Lit:Postcolnl Dev,3,LEC,Shana J. Scudder,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,BRYN 204,.GLT.GN.IGS,9,36,27,M,english,,2
721,16970,"29,30,105",ENG 209-81D,Tpc Nonwest Lit:Postcolnl Dev,3,WEB,Joseph A. George,09-DEC-2017 to 18-JAN-2018,,,,.GLT.GN.IGS,2,35,33,D,english,,2
722,16929,,ENG 210-01,Literature and the Arts,3,LEC,Crystal L. Matey,08-JAN-2018 to 25-APR-2018,M W,1400-1515,FERG 322,.GLT,2,36,34,M,english,,1
723,16847,,ENG 210-02,Literature and the Arts,3,LEC,Crystal L. Matey,08-JAN-2018 to 25-APR-2018,M W,1530-1645,BRYN 202,.GLT,0,36,36,M,english,,1
724,16871,10,ENG 211-01,British Authors:Med-18th Cntry,3,LEC,Gary Lim,08-JAN-2018 to 25-APR-2018,T R,1230-1345,BRYN 121,.GLT,1,36,35,M,english,,1
725,16872,10,ENG 211-02,British Authors:Med-18th Cntry,3,LEC,Gary Lim,08-JAN-2018 to 25-APR-2018,T R,0930-1045,BRYN 205,.GLT,9,36,27,M,english,,1
726,10397,10,ENG 212-01,British Authors: Romantic-Mod,3,LEC,Ben Clarke,08-JAN-2018 to 25-APR-2018,T R,1400-1515,SOEB 108,.GLT,3,36,33,M,english,,1
727,11743,,ENG 219-01,Journlsm I: Fund of Newswritng,3,LEC,Rosemary Roberts,08-JAN-2018 to 25-APR-2018,T,1400-1650,GRAM 207,.ENV.WI,1,20,19,M,english,,1
728,14905,,ENG 219-02,Journlsm I: Fund of Newswritng,3,LEC,Elma K. Sabo,08-JAN-2018 to 25-APR-2018,W,1800-2050,GRAM 202,.ENV.WI,1,20,19,M,english,,1
729,10398,3,ENG 221-01,Writing of Poetry: Introductry,3,LEC,Timothy L. Huffman,08-JAN-2018 to 25-APR-2018,M W,1530-1645,COLE 225D,none,5,20,15,M,english,,0
730,15099,3,ENG 221-02,Writing of Poetry: Introductry,3,LEC,Katelyn J. Wilkinson,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 2210,none,12,20,8,M,english,,0
731,16914,,ENG 223-01,The Art of Writing,3,LEC,Gianina M. Coturri Sorenson,08-JAN-2018 to 25-APR-2018,T R,1100-1215,MHRA 1207,none,16,25,9,M,english,,0
732,13585,3,ENG 225-01,Writing Fiction: Introductory,3,LEC,Elena C. Makarion,08-JAN-2018 to 25-APR-2018,M W,1530-1645,BRYN 212,none,2,20,18,M,english,,0
733,14907,3,ENG 225-02,Writing Fiction: Introductory,3,LEC,David M. Hough,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 2204,none,4,20,16,M,english,,0
734,17113,3,ENG 225-03,Writing Fiction: Introductory,3,LEC,Julia R. Smith,08-JAN-2018 to 25-APR-2018,M W,1400-1515,SOEB 104,none,3,20,17,M,english,,0
735,15094,,ENG 230-01,Writing/Workplace/Public Aud,3,LEC,Jessica M. Van Rheenen,08-JAN-2018 to 25-APR-2018,T R,1400-1515,SOEB 219,.GRD.SI,3,25,22,M,english,,1
736,10399,10,ENG 251-01,Maj Am Auth: Colonial-Romantic,3,LEC,Maria C. Sanchez,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,BRYN 121,.GLT,9,36,27,M,english,,1
737,10405,10,ENG 252-01,Maj Am Auth: Realist to Modern,3,LEC,Noelle A. Morrissette,08-JAN-2018 to 25-APR-2018,T R,0930-1045,SOEB 110,.GLT,1,36,35,M,english,,1
738,16874,,ENG 290-01,Rhetoric of Social Movements,3,LEC,Nancy A. Myers,08-JAN-2018 to 25-APR-2018,T R,0800-0915,MHRA 1213,.GL.IGS,26,36,10,M,english,,1
739,10406,8,ENG 303-01,Critical Approaches Study Lit,3,LEC,Cristian Moraru,08-JAN-2018 to 25-APR-2018,M W,1530-1645,MHRA 1209,.SI,0,25,25,M,english,,1
740,10407,8,ENG 303-02,Critical Approaches Study Lit,3,LEC,Cristian Moraru,08-JAN-2018 to 25-APR-2018,M W,1700-1815,MHRA 1210,.SI,18,25,7,M,english,,1
741,14909,8,ENG 303-03,Critical Approaches Study Lit,3,LEC,Ben Clarke,08-JAN-2018 to 25-APR-2018,T R,1100-1215,NMOR 331,.WI,0,25,25,M,english,,1
742,16876,3,ENG 304-01,History and Theory of Rhetoric,3,LEC,Stephen R. Yarbrough,08-JAN-2018 to 25-APR-2018,T R,1100-1215,MHRA 1204,.GHP.GPM.WI,0,25,25,M,english,,3
743,13205,168,ENG 305-01,Contemporary Rhetoric,3,LEC,Heather B. Adams,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,MHRA 1207,.SI.WI,0,25,25,M,english,,2
744,10408,,ENG 305-02,Contemporary Rhetoric,3,LEC,Elizabeth Chiseri-Strater,08-JAN-2018 to 25-APR-2018,T R,1230-1345,MHRA 1213,.SI.WI,-1,25,26,M,english,,2
745,16878,,ENG 306-01,Digital Rhetoric,3,LEC,Aaron K. Beveridge,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,SOEB 219,.WI,0,25,25,M,english,,1
746,12115,1,ENG 324-01,Tching Wrting Ele & Mdl Grdes,3,LEC,Jeanie M. Reynolds,08-JAN-2018 to 25-APR-2018,T R,0930-1045,PETT 217,.WI,19,25,6,M,english,,1
747,13594,3,ENG 325-01,Writing Fiction: Intermediate,3,LEC,Craig Nova,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 1213,none,4,15,11,M,english,,0
748,14912,3,ENG 326-01,Writing Poetry: Intermediate,3,LEC,Emilia A. Phillips,08-JAN-2018 to 25-APR-2018,M W,1400-1515,MHRA 1208,.SI,3,15,12,M,english,,1
749,14938,"3,26",ENG 327-02,Writing for Prfssnls/Entrprnrs,3,LEC,Bonnie T. Yarbrough,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 1207,.ENV.WI,0,20,20,M,english,,1
750,14913,"3,26,30",ENG 327-03,Writing for Prfssnls/Entrprnrs,3,WEB,Bonnie T. Yarbrough,08-JAN-2018 to 25-APR-2018,,,,.ENV.WI,1,20,19,M,english,,1
751,17001,"3,26,29,30,141",ENG 327-03D,Writing for Prfssnls/Entrprnrs,3,WEB,Bonnie T. Yarbrough,08-JAN-2018 to 25-APR-2018,,,,.ENV.WI,-5,0,5,D,english,,1
752,16892,"3,26,30",ENG 327-04,Writing for Prfssnls/Entrprnrs,3,WEB,Bonnie T. Yarbrough,08-JAN-2018 to 25-APR-2018,,,,.ENV.WI,0,24,24,M,english,,1
753,17016,"3,26,29,30,141",ENG 327-05D,Writing for Prfssnls/Entrprnrs,3,WEB,Sarah A. Krive,08-JAN-2018 to 25-APR-2018,,,,.ENV.WI,3,25,22,D,english,,1
